id,hr_dtst_env_sd,tonic_dtst_env_sd,pulse_amplitude_dtst_env_sd,skt_dtst_env_sd
75,-0.40278120443096965,0.23879878348413303,-0.02743488780175783,-0.6285741080914633
76,-0.2497773280637355,0.04517295408877534,-0.2987317862669707,0.06431586698804063
77,-0.20181895978851702,0.014157330908388874,0.795459200185792,-0.10937669117966514
78,0.08150005812059269,0.11254057834488015,0.06464894164406045,0.38387032847676744
79,0.005738079575479683,0.11653707778148877,-0.32879499340850304,-0.5362669971758384
80,-0.3358196512768953,0.09341089185110565,0.524137949383072,0.2835686715842915
81,-0.21863979712103643,-0.41239271842551983,0.03099966513941952,-0.3319895536903654
82,0.9001405916644395,-0.22010835702898107,0.1789866833391104,-0.739118467471047
83,0.20364270422803507,-0.2814815393138667,-0.2076165735298951,-0.3021051480965543
84,-0.29969690145405337,-0.12164732822157666,-0.24808126255866242,-0.43552707418960707
85,-0.25160886818750283,-0.17350161797780042,0.01585227146193114,0.10103883335599885
86,-0.33298967759083015,0.17882807784232918,0.2362811196591485,0.6782220236866281
87,0.04784535611299919,0.029124693906214118,-0.39827969279720343,-0.13559067886521348
88,0.24470374301393719,0.9661082762833371,0.7496644513059262,0.058601931266333535
89,-0.009334099437425223,0.3296574541354865,0.10527491794817645,-1.0046457160944462
90,0.5725113352070742,-0.21382884350373219,0.5319534080813106,-0.010042119540043656
91,-0.4609884096620206,-0.19981174168510712,-0.6188337661982808,-0.8967854818245936
92,0.016396091113513984,-0.11592189922206815,-0.3149412674326681,0.43563338602132606
93,-0.22540667747907217,-0.08712892991314419,-0.17853757012114752,-0.02767849826338628
94,-0.35501529898347706,0.7658161830521708,-0.10975799738034205,-0.5536675234096098
95,0.2537616423978421,0.6213166030968404,-0.3846559523907647,1.0407990897069106
96,0.05835393833478009,-0.43333537807032657,-0.7395566078111456,-0.7655248581384207
97,0.0952542186149591,0.17691895096283536,-0.4025997164952301,-0.11824273734560418
98,-0.26515112218398423,0.5152461542213331,-0.21645723360914026,0.08953371693381769
99,-0.5975831756247622,-0.300435193772152,-0.4677889707827958,-0.07516216667319696
100,-0.1632094824424432,-0.2023267930210918,-0.23983914455760885,0.1495438156578643
101,-0.13049208571467746,-0.39903898766223805,-0.022870117000845472,-0.05602532646994198
102,-0.49098086923102285,0.16536476651765356,-0.2775628619079246,-0.2416882019093547
103,-0.0793683269274869,-0.43914104979399565,0.7184253068213129,-0.31467475331357364
104,0.5297125741863687,-0.35704234312528654,-0.5539905392597704,-0.402208903913595
105,-0.3475469994656418,-0.12180447843783868,-0.5391003551787984,-0.36051220135438533
106,-0.17717870827616927,-0.38470810855199106,0.4340643605121892,0.8246914820455152
107,-0.193510739519463,-0.4482050509889008,-0.7206942834039862,-0.36390746007896674
108,-0.1132464373497461,-0.2276051503114021,0.7676302895255595,-0.08660100993093922
109,0.048545069928533156,0.2452773426090076,0.23691598126531824,0.06170104979130013
110,-0.26578663340196607,-0.2881803681099609,0.19895806906916164,0.6437723830822188
111,0.4615403293840328,1.1979859392359182,-0.05805378181060032,0.3167351920162106
112,-0.2430512416122249,0.07609200317062671,0.9927192585410227,0.3155220149552443
113,0.23778532114126466,-0.34819862725336836,0.5347901415534897,-0.3196805743559898
114,-0.2410520777370601,-0.41340306596341003,-0.4045320597051393,0.490737657294141
115,-0.05205323908045316,-0.39434696345911074,-0.3685339881286292,-0.11461896094917191
116,-0.29271416830189184,-0.04345734580807941,-0.4049666210807163,0.33432929496071956
117,-0.23203976721421699,1.3664415421884673,0.7447118114825947,-0.5134862746960526
118,-0.1902960750856203,-0.04165486074639805,0.6187455436920569,0.0907018650696487
119,-0.23568277785738484,-0.02495436386303888,0.9500409354911002,0.3117245197067417
120,0.8253648513929128,-0.2699767256688421,0.20697710221109478,0.6265881488186532
121,-0.3109617541539375,0.052257411142242506,-0.3343461334045261,-0.054850907657848356
122,-0.44525016702117814,-0.3595427744271434,0.312874664104788,0.23320892554117412
123,0.4011241648826353,-0.41301122193106815,-0.15975220789979364,0.23746064889077284
124,-0.43976320704400473,0.04928963557280138,-0.4281683666408153,0.03295090433754905
125,-0.24858660496541815,-0.06774838520063717,-0.6154594679004762,-0.2665889908470753
126,-0.06901647021409926,0.501713302232834,-0.6533452976351061,0.47489619993277166
127,0.2876851200545114,0.6232563658960656,-0.02374857325032415,-0.16880952030428037
128,-0.41549039984762687,-0.1763216058103847,-0.16737279697283708,0.33469831770624475
