model,cov,k,silhouette,calinski_harabasz,davies_bouldin,bic,aic
GMM,diag,4,0.18180868395004646,37134.73281411954,2.135337426812709,4742.230684279853,4277.349751260956
GMM,diag,5,0.10825366761097703,28520.577427316697,2.226459314053925,4799.841261949657,4218.027088110055
GMM,diag,6,0.010557420341234707,25806.446630735765,2.4449167306689272,4882.87657390868,4184.129159248374
GMM,diag,3,0.9783949010022814,53714.75900896125,0.003916114671913717,4928.181601876319,4580.233909678126
GMM,diag,7,0.011011624735039641,23698.12299152708,2.0327972504983287,4961.25090841402,4145.57025293301
GMM,diag,8,0.036667320177072665,23030.28094935885,1.6810558308900339,5090.970735804199,4158.356839502484
GMM,tied,4,0.43238235677839554,40648.05704139007,0.6292001785023088,6028.561012514657,5192.916145186209
GMM,tied,6,0.11115191955899384,29933.003237766294,1.1274189474060605,6028.744132432708,5073.313994019637
GMM,tied,7,0.08936788890141767,25481.433518368376,1.4818179768466084,6041.542769344986,5026.2199953896015
GMM,tied,3,0.9783949010022814,53714.75900896125,0.003916114671913717,6044.531076082001,5268.778844295865
GMM,tied,5,0.3476100588591787,36328.57594904709,0.8090803619969588,6052.6515311286175,5157.114028257858
GMM,tied,8,0.09321334212548138,25954.27184702902,1.2204481926543709,6095.413403892374,5020.197994394678
GMM,diag,2,0.9766859465671157,181.12492900070404,0.013935156741055353,6957.886584992992,6726.872133615503
GMM,tied,2,0.9766859465671157,181.12492900070404,0.013935156741055353,7004.092241977619,6288.232645733795
GMM,full,4,0.371202662551541,40564.90263896312,0.7032591420307558,7059.426564574562,4427.002630976755
GMM,full,6,0.12445397195746366,32437.977663026155,1.1574059650083564,7175.520045467273,3225.458129938604
GMM,full,3,0.9783949010022814,53714.75900896125,0.003916114671913717,7569.504898407644,5595.899955775269
GMM,full,8,0.12222296081748779,26451.8251725821,1.3410576916834354,7581.024911723481,2313.325014263949
GMM,full,7,0.0911375656137922,28695.750293339446,1.2974727630531537,7673.2514630110145,3064.370556516914
GMM,full,5,0.21942027097938793,36422.3132724741,1.0991602087876744,7728.045752892246,4436.802828329009
GMM,full,2,0.9766859465671157,181.12492900070404,0.013935156741055353,7758.274032542432,6443.488080875489
